ID;Endereço Ip;País;Código do País;Região;Cidade;Data_hora;Data;Hora;Método;Recurso;Protocolo;Status code;Bytes
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
2;192.168.1.1;;;;;2025-04-17 01:16:45;2025-04-17;01:16:45;GET;/login;HTTP/1.1;403;4938
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
3;203.0.113.10;United States;US;New York;New York;2025-04-17 01:16:15;2025-04-17;01:16:15;POST;/logout;HTTP/1.1;400;3976
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
4;192.168.1.1;;;;;2025-04-17 01:15:45;2025-04-17;01:15:45;POST;/login;HTTP/1.1;500;950
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
5;192.168.1.1;;;;;2025-04-17 01:15:15;2025-04-17;01:15:15;DELETE;/api/data;HTTP/1.1;200;1292
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
6;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:14:45;2025-04-17;01:14:45;DELETE;/index.html;HTTP/1.1;200;2767
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
7;172.16.0.3;;;;;2025-04-17 01:14:15;2025-04-17;01:14:15;GET;/login;HTTP/1.1;404;1685
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
8;203.0.113.10;United States;US;New York;New York;2025-04-17 01:13:45;2025-04-17;01:13:45;PUT;/api/data;HTTP/1.1;400;4291
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
9;172.16.0.3;;;;;2025-04-17 01:13:15;2025-04-17;01:13:15;DELETE;/dashboard;HTTP/1.1;404;2320
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
10;192.168.1.1;;;;;2025-04-17 01:12:45;2025-04-17;01:12:45;PUT;/index.html;HTTP/1.1;404;2060
11;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:12:15;2025-04-17;01:12:15;POST;/login;HTTP/1.1;400;246
11;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:12:15;2025-04-17;01:12:15;POST;/login;HTTP/1.1;400;246
11;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:12:15;2025-04-17;01:12:15;POST;/login;HTTP/1.1;400;246
11;8.8.8.8;United States;US;Virginia;Ashburn;2025-04-17 01:12:15;2025-04-17;01:12:15;POST;/login;HTTP/1.1;400;246
